"catalognumber","decimallatitude","decimallongitude"
"8926825",51.0615611667,-114.1097805
"8926857",51.0623695,-114.1092083333
"8926814",51.063175,-114.1107333333
"8924643",51.0563154222,-114.1004161164
"8924563",51.073033982,-114.1238750517
"8920292",51.0773582458,-114.1309585571
"8910450",51.0769971667,-114.1294638333
"8909933",50.9810366667,-114.0527945
"8909188",51.0811362556,-114.1351096519
"8906542",51.0786933899,-114.1292572021
"8899884",51.0756797791,-114.1335830688
"8896429",51.0752449036,-114.1344528198
"8896408",51.0580101013,-114.086265564
"8894716",51.0646971667,-114.1084583333
"8894705",51.0630861667,-114.1092388333
"8894703",51.0626555,-114.1092138333
"8891057",51.12741311,-113.94373239
"8890505",51.0802339436,-114.1329543293
"8890222",51.0440709549,-114.1385703991
"8882436",51.079975,-114.1295916667
"8881983",51.0625721667,-114.1091695
"8851315",51.0644221667,-114.1096195
"8844345",51.0751305,-114.13385
"8831613",51.0796161257,-114.1254451498
"8825686",51.0799036675,-114.1309792459
"8822577",50.975532769,-114.07598941
"8817694",51.0756305,-114.1347721667
"8810065",51.0760611667,-114.1350695
"8802598",51.0612638333,-114.1141361667
"8800878",51.1138948,-114.0603095
"8800762",51.1156419,-114.0602889
"8800516",51.1066621,-114.0607978
"8800517",51.1069208,-114.0608686
"8799695",51.1014822,-114.0615474
"8799509",51.0781599,-114.1358007
"8799555",51.1055553,-114.0655912
"8799302",51.0781599,-114.1358007
"8797171",50.9151645,-113.9828345
"8789972",51.0753833333,-114.1230388333
"8789872",51.0753971667,-114.1230083333
"8789933",51.0761971667,-114.1258916667
"8786890",44.6178441534,-111.6547393799
"8767963",51.078206,-114.125066
"8755701",51.1402160115,-114.1328189514
"8682177",50.9700093,-114.086095
"8663484",51.0798226478,-114.1307972461
"8546612",51.0771621438,-114.124127347
"6935067",37.799345,-118.911475
"6447939",50.9735620061,-114.0875244141
"6254374",50.9151645,-113.9828345
"431389",44.4708333333,-112.9623333333
"1778866",37.8822669983,-119.3607177734
"1564730",51.062976,-114.099627
"8743835",51.0798977373,-114.1295057384
"8718073",51.1460805,-114.1858883333
"8696616",51.0759,-114.1341388333
"8696625",51.0796888333,-114.1307445
"8639936",51.1686096191,-114.1488876343
"8626730",51.0777778625,-114.131942749
"8577553",51.0774993896,-114.1322250366
"8559285",51.07983149,-114.1311922457
"8536890",51.0751594422,-114.1332539353
"8535901",51.0789206075,-114.1259135306
"8537880",51.0764007568,-114.1303100586
"8517100",51.0754282842,-114.1357599823
"8500886",51.0659028333,-114.210005
"8483849",50.9557213634,-114.07969404
"8456978",51.076350588,-114.1298865068
"8456970",51.0760828647,-114.129964495
"8458610",51.0778721667,-114.1359555
"8452145",51.0757798757,-114.1340998637
"8449424",51.0760258776,-114.1297450843
"8447878",51.0776023865,-114.1273193359
"8447594",51.0792541504,-114.1268692017
"8443753",51.0786981743,-114.127803817
"8440428",51.0754778333,-114.1279305
"8436922",51.1455221242,-114.0770153348
"8434853",51.1057939952,-114.0767975722
"8422440",51.0749030227,-114.1345795498
"8407312",51.0753169732,-114.133227836
"8407359",51.0761219836,-114.1360732614
"8392843",51.1190508139,-114.137406125
"8390841",51.1458635298,-114.0791559219
"8384139",51.0836683447,-114.1414047965
"8368847",51.075690587,-114.1326123476
"8368852",51.0754748791,-114.1291415691
"8368846",51.0760811639,-114.1358768453
"8368977",51.0776453935,-114.1407394409
"8368975",51.0785081784,-114.1441726685
"8361433",51.0767286649,-114.1362333269
"8361424",51.0775645066,-114.1373276711
"8360336",51.0780100622,-114.1251745838
"8360264",51.0778205014,-114.1254003217
"8357976",51.0754681382,-114.1331702471
"8357972",51.0754276929,-114.1290611029
"8357977",51.0776858369,-114.1372686625
"8355793",51.1667716667,-114.082175
"8353359",51.151449,-114.086857
"8350787",51.0786094666,-114.1275024414
"8327539",50.9768739311,-114.1330984437
"8324801",49.84483,-99.9632633333
"8327780",52.2611634099,-113.7631560438
"8327164",50.9303833402,-113.9576921351
"8312364",51.0653588548,-114.1323737039
"8285691",51.0790406705,-114.1391032939
"8285669",51.0770252569,-114.135761261
"8285664",51.0788317186,-114.1381108761
"8276289",51.0785029125,-114.1303147003
"8275471",51.0768769622,-114.137485921
"8275426",51.0751782789,-114.1313302509
"8271025",51.0812276183,-114.1365795863
"8265592",51.1458194443,-114.0772436747
"8264065",53.5435716176,-113.466796875
"8258499",53.5634766717,-113.2751959562
"8244731",51.0791013337,-114.140278101
"8223185",51.18026508,-114.3226999264
"7707617",50.4397583333,-104.6176216667
"UMNH:Mamm:9544",38.0821,-110.50814
"UMNH:Mamm:8819",38.24059,-111.54519
"UMNH:Mamm:7018",41.93155,-113.34866
"UMNH:Mamm:7016",39.33467,-111.40871
"UMNH:Mamm:7019",40.72472,-111.34111
"UMNH:Mamm:695",40.68917,-111.79028
"UMNH:Mamm:560",40.75095,-111.7578
"UMNH:Mamm:498",40.58139,-111.22639
"UMNH:Mamm:501",40.58139,-111.22639
"UMNH:Mamm:499",40.58139,-111.22639
"UMNH:Mamm:41433",37.92613,-106.3385789
"UMNH:Mamm:41434",37.92613,-106.3385789
"UMNH:Mamm:41320",40.6034,-111.11787
"UMNH:Mamm:36118",38.264,-106.683
"UMNH:Mamm:36116",38.264,-106.683
"UMNH:Mamm:36117",38.264,-106.683
"UMNH:Mamm:34938",41.867,-113.744
"UMNH:Mamm:31201",41.5,-109.5
"UMNH:Mamm:30429",40.71833,-109.18
"UMNH:Mamm:29616",40.71833,-109.18
"UMNH:Mamm:24506",40.19558,-109.96642
"UMNH:Mamm:24500",40.155,-109.97
"UMNH:Mamm:24501",39.793,-110.549
"UMNH:Mamm:24215",40.19558,-109.96642
"UMNH:Mamm:24213",40.19444,-109.96661
"UMNH:Mamm:24214",40.19558,-109.96642
"UMNH:Mamm:23810",38.2258342,-106.7693009
"UMNH:Mamm:23787",38.2262466,-106.7417345
"UMNH:Mamm:23804",38.1994298,-106.8269454
"UMNH:Mamm:23807",37.9261266,-106.3385789
"UMNH:Mamm:23808",37.9261266,-106.3385789
"UMNH:Mamm:23802",38.2252744,-106.8060475
"UMNH:Mamm:23783",37.9261266,-106.3385789
"UMNH:Mamm:23788",38.2154272,-106.678405
"UMNH:Mamm:23793",38.2258342,-106.7693009
"UMNH:Mamm:23811",38.2259725,-106.7601083
"UMNH:Mamm:23791",38.220646,-106.6720253
"UMNH:Mamm:23797",38.2258554,-106.6656446
"UMNH:Mamm:23794",38.2258342,-106.7693009
"UMNH:Mamm:23800",38.2310736,-106.6592631
"UMNH:Mamm:23789",38.2098737,-106.8142096
"UMNH:Mamm:23799",38.2412243,-106.7759924
"UMNH:Mamm:23776",38.2098737,-106.8142096
"UMNH:Mamm:23773",37.9261266,-106.3385789
"UMNH:Mamm:23806",38.2261098,-106.7509272
"UMNH:Mamm:23780",37.9261266,-106.3385789
"UMNH:Mamm:23801",38.2154272,-106.678405
"UMNH:Mamm:23775",37.9261266,-106.3385789
"UMNH:Mamm:23778",38.2098737,-106.8142096
"UMNH:Mamm:23805",38.1883167,-106.6811165
"UMNH:Mamm:23795",38.2258342,-106.7693009
"UMNH:Mamm:23785",38.2262466,-106.7417345
"UMNH:Mamm:23803",38.1883167,-106.6811165
"UMNH:Mamm:23774",37.9261266,-106.3385789
"UMNH:Mamm:23792",38.2417652,-106.6281301
"UMNH:Mamm:23779",38.2098737,-106.8142096
"UMNH:Mamm:23782",37.9261266,-106.3385789
"UMNH:Mamm:23786",38.2262466,-106.7417345
"UMNH:Mamm:23790",38.2098737,-106.8142096
"UMNH:Mamm:23781",37.9261266,-106.3385789
"UMNH:Mamm:23809",37.9261266,-106.3385789
"UMNH:Mamm:23784",38.1994298,-106.8269454
"UMNH:Mamm:23798",38.2163382,-106.6134455
"UMNH:Mamm:22367",40.9804,-111.085
"UMNH:Mamm:21987",41.11167,-111.2025
"UMNH:Mamm:21989",41.11167,-111.2025
"UMNH:Mamm:21986",41.11167,-111.2025
"UMNH:Mamm:21988",41.11167,-111.2025
"UMNH:Mamm:21749",40.39917,-110.34987
"UMNH:Mamm:20449",40.93528,-110.00566
"UMNH:Mamm:20297",41.71879,-111.21291
"UMNH:Mamm:20224",41.71879,-111.21291
"UMNH:Mamm:19011",38.15868,-111.2533
"UMNH:Mamm:18886",41.56,-111.19676
"UMNH:Mamm:18452",41.57296,-111.565
"UMNH:Mamm:18450",37.01,-107.41
"UMNH:Mamm:18062",38.47167,-107.2398396
"UMNH:Mamm:18024",38.5223501,-107.1896484
"UMNH:Mamm:18025",38.4594236,-107.3016738
"UMNH:Mamm:18026",38.4884019,-107.3025957
"UMNH:Mamm:16297",38.38611,-112.33722
"UMNH:Mamm:13837",39.30295,-111.44431
"UMNH:Mamm:13136",38.57763,-111.70461
"UMNH:Mamm:13138",38.88205,-111.57188
"UMNH:Mamm:13137",38.88205,-111.57188
"UMNH:Mamm:13139",38.54378,-111.77139
"UMNH:Mamm:13135",38.57763,-111.70461
"UMNH:Mamm:13140",38.306,-111.52713
"UMNH:Mamm:13143",38.53538,-111.73766
"UMNH:Mamm:13079",38.54863,-111.70461
"UMNH:Mamm:12929",40.71833,-109.18
"UMNH:Mamm:10956",40.71833,-109.18
"7768782",52.1083373382,-106.591407358
"7361154",46.8224824452,-96.8729889393
"7286508",41.2359948467,-105.9327507002
"6786801",53.5232189,-113.5263186
"6694139",51.0099402217,-113.9575494238
"6095584",50.8990291142,-114.0169715881
"5983833",50.9095999299,-113.9873187228
"2378409",49.0367779767,-107.3254917562
"2366014",51.084116,-114.133101
"7286522",41.2374148145,-105.933265686
"7276462",37.694763,-106.504538
"7193794",50.4269348,-104.5915389
"6581646",50.4230341602,-104.5844641573
"1851415",53.56463,-113.274654
"BOM-184",41.223,-111.97383
"5794",41.516454,-99.692383
"5001595",40.6694415875,-106.389541626
"4857093",51.0647219166,-114.0863335133
"4570454",50.9828692,-114.1021362
"4564334",50.393405,-97.0451583333
"4428279",40.8700349322,-99.9983775896
"4373309",43.8766663121,-102.2545478874
"649",42,-122
"2284149",37.2975516667,-118.8719933333
"3002629",47.546959,-101.167731
"2903678",41.43449,-111.151686
"2709547",37.849875,-119.489359
"1852315",53.564578,-113.272991
"1529175",53.593321,-113.474696
"111864",51.045113,-114.057141
"MR.23756",42.54611,-107.00194
"MR.12818",43.15641,-109.86028
"MR.33211",47.7010032,-118.7044
"MR.21895",40.0578396,-106.0804221
"MR.11141",46.752,-106.2353
"MR.33731",42.75638,-106.31065
"MR.33730",42.75638,-106.31065
"MR.3906",42.74648,-105.00917
"1101",36.777130127,-118.4259414673
"199677",40.7527653,-104.0032815
"160324",41.8618173,-110.7718469
"OSUM Mammals 5824",39.0003,-105.5008
"OSUM Mammals 3927",47.5003,-100.0007
"2870",38.891245,-97.483197
"2856",41.798845,-106.509373
"2754",39.490998,-105.517542
"BOM-7154",46.735165,-105.430773
"BOM-7153",40.299729,-100.002351
"BOM-411",38.879178,-99.32677
"BOM-7155",40.299729,-100.002351
"5508",42.974274,-107.438415
"5488",48.932763,-113.609267
"5486",40.299729,-100.002351
"2869",38.891245,-97.483197
"2859",41.798845,-106.509373
"2858",41.798845,-106.509373
"2855",41.798845,-106.509373
"2854",41.798845,-106.509373
"2763",41.7774599,-106.9386522
"5487",48.176104,-108.749881
"48545",45.121908,-95.043342
"37816",46.762494,-100.848374
"16709",42.992718,-110.11572
"2765",41.223,-111.97383
"2764",41.223,-111.97383
"BOM-964",41.223,-111.97383
"2857",41.798845,-106.509373
"5507",40.299729,-100.002351
"2853",41.798845,-106.509373
"2762",41.139981,-104.820246
"10008",37.63397,-118.25448
"13352",41.59303,-120.23152
"17469",42.3983,-121.8814
"5561",41.32101,-120.11622
"9746",46.0001,-102.6331
"CHAS:Mamm:3515",43.878881,-99.603164
"DMNS:Mamm:1138",40.738656,-106.477674
"DMNS:Mamm:1177",39.615,-104.04389
"DMNS:Mamm:1179",40.85889,-102.80056
"DMNS:Mamm:1430",40.80694,-106.53472
"DMNS:Mamm:14315",39.85833,-104.66694
"DMNS:Mamm:16494",39.85833,-104.66694
"DMNS:Mamm:16507",39.85833,-104.66694
"DMNS:Mamm:16510",39.85833,-104.66694
"DMNS:Mamm:16612",39.85833,-104.66694
"DMNS:Mamm:1773",37.82608,-105.97291
"DMNS:Mamm:1775",37.82608,-105.97291
"DMNS:Mamm:17804",39.85833,-104.66694
"DMNS:Mamm:18793",38.02830401,-106.207744
"DMNS:Mamm:18798",38.22767202,-106.81201
"DMNS:Mamm:18799",38.214407,-106.803501
"DMNS:Mamm:18800",38.217468,-106.802481
"DMNS:Mamm:18803",38.02418397,-106.203628
"DMNS:Mamm:18805",38.19048696,-106.830978
"DMNS:Mamm:18806",38.19274798,-106.738822
"DMNS:Mamm:18808",37.97913602,-106.180122
"DMNS:Mamm:2245",40.49194,-107.25694
"DMNS:Mamm:2457",39.33528,-106.10694
"DMNS:Mamm:3168",38.94278,-103.27861
"DMNS:Mamm:3182",39.73833,-104.32278
"DMNS:Mamm:3825",37.97464,-106.237723
"DMNS:Mamm:4059",39.73833,-104.32278
"DMNS:Mamm:4062",39.73833,-104.32278
"DMNS:Mamm:4063",39.73833,-104.32278
"DMNS:Mamm:4064",39.73833,-104.32278
"DMNS:Mamm:4070",39.73833,-104.32278
"DMNS:Mamm:4086",39.75889,-104.42694
"DMNS:Mamm:4087",39.75889,-104.42694
"DMNS:Mamm:4088",39.75889,-104.42694
"DMNS:Mamm:4089",39.75889,-104.42694
"DMNS:Mamm:4313",39.6281646154,-106.044153291
"DMNS:Mamm:5227",40.73167,-106.28306
"DMNS:Mamm:5229",40.73167,-106.28306
"DMNS:Mamm:5230",40.73167,-106.28306
"DMNS:Mamm:5676",39.37722,-105.8
"DMNS:Mamm:5677",39.37722,-105.8
"DMNS:Mamm:5679",39.37722,-105.8
"DMNS:Mamm:6472",39.92056,-104.86528
"DMNS:Mamm:6524",40.16722,-105.10139
"093749",48.4122,-97.4103
"093750",48.4122,-97.4103
"MSB:Mamm:100171",40.252207,-105.823067
"MSB:Mamm:100175",37.623546,-106.675394
"MSB:Mamm:101802",41.454922,-106.903096
"MSB:Mamm:101946",47.425384,-100.611125
"MSB:Mamm:101947",47.425384,-100.611125
"MSB:Mamm:102716",43.695765,-106.638934
"MSB:Mamm:103466",40.059189,-107.837383
"MSB:Mamm:11098",43.4802,-95.1388
"MSB:Mamm:112018",40.503693,-109.069926
"MSB:Mamm:113385",40.446284,-107.588453
"MSB:Mamm:117983",42.465262,-100.476795
"MSB:Mamm:11886",42.9319,-96.9044
"MSB:Mamm:13432",36.9235982,-105.6703033
"MSB:Mamm:151915",42.5,-112.3333333333
"MSB:Mamm:156238",44.5835,-112.2815
"MSB:Mamm:20563",48.6481,-97.4031
"MSB:Mamm:20564",48.7354,-97.2976
"MSB:Mamm:60683",36.689002,-105.666361
"MVZ:Mamm:104440",38.57028,-118.79056
"MVZ:Mamm:105672",38.442116,-119.321254
"MVZ:Mamm:107175",45.2134,-112.7605
"MVZ:Mamm:11322",41.4363981,-120.3442817
"MVZ:Mamm:113712",38.256004,-119.226559
"MVZ:Mamm:119304",37.712773,-118.261045
"MVZ:Mamm:119305",37.4993767,-118.1701813
"MVZ:Mamm:119723",41.86105,-115.36343
"MVZ:Mamm:119809",37.637056,-118.89504
"MVZ:Mamm:134819",48.9392,-119.4344
"MVZ:Mamm:165874",41.52816,-107.97861
"MVZ:Mamm:181695",37.790812,-118.60426
"MVZ:Mamm:20773",40.958057,-120.2157601
"MVZ:Mamm:20774",40.958057,-120.2157601
"MVZ:Mamm:21977",38.15387,-119.31059
"MVZ:Mamm:24146",37.90891,-119.1053
"MVZ:Mamm:32793",38.69401,-119.9882
"MVZ:Mamm:33006",41.8842219,-120.9805154
"MVZ:Mamm:38282",38.98556,-119.95028
"MVZ:Mamm:38283",38.98556,-119.95028
"MVZ:Mamm:38284",38.98556,-119.95028
"MVZ:Mamm:38285",38.98556,-119.95028
"MVZ:Mamm:47068",42.8134,-112.4447
"MVZ:Mamm:64545",38.537088,-118.841039
"MVZ:Mamm:65229",39.28568,-119.88472
"MVZ:Mamm:67028",37.73122972,-105.6614431
"MVZ:Mamm:67690",42.3353,-113.5606
"MVZ:Mamm:67691",42.3353,-113.5606
"MVZ:Mamm:67693",42.2679,-113.5772
"MVZ:Mamm:72424",42.2679,-113.5772
"MVZ:Mamm:90426",45.2033,-111.6778
"MVZ:Mamm:99291",37.814991,-118.580792
"4198",40.6098,-104.478
"4260",40.8054,-104.1822
"Mammal-02468",47.0509509639172,-118.38833
"Mammal-02687",44.1764,-112.23
"Mammal-04319",47.2283912,-120.27583
"Mammal-04795",41.76917,-110.32528
"Mammal-06724",42.2324,-120.3447
"36019",48.76552,-94.42834
"2303",46.3999634,-95.7003174
"25696",44.298584,-100.2466049
"25697",44.2236862,-100.1245041
"30717",41.8011818,-102.3991699
"UAM:Mamm:111691",47.187296,-107.924713
"57871",46.8787,-96.7894
"68486",42.6635,-100.5549
"53869",46.6297,-117.38
"90447",43.9019,-103.533
"90446",43.9134,-103.5462
"57872",46.8739,-96.7672
"34900",43.0935,-95.1422
"93288",43.9026,-103.5323
"58199",45.3039,-93.5669
"35563",43.1128,-94.6828
"38421",43.1128,-94.6828
"36040",43.1128,-94.6828
"87778",41.86917,-115.83972
"77915",42.684,-102.9985
"93289",43.9581,-103.4187
"53831",47.9111,-98.3839
"34901",43.0935,-95.1422
"10956",40.71833,-109.18
"12929",40.71833,-109.18
"13137",38.88205,-111.57188
"13138",38.88205,-111.57188
"18450",37.01,-107.41
"18452",41.57296,-111.565
"18886",41.56,-111.19676
"20224",41.71879,-111.21291
"20449",40.93528,-110.00566
"21986",41.11167,-111.2025
"21989",41.11167,-111.2025
"22367",40.9804,-111.085
"23774",37.9261266,-106.3385789
"23775",37.9261266,-106.3385789
"23776",38.2098737,-106.8142096
"23778",38.2098737,-106.8142096
"23779",38.2098737,-106.8142096
"23780",37.9261266,-106.3385789
"23781",37.9261266,-106.3385789
"23784",38.1994298,-106.8269454
"23786",38.2262466,-106.7417345
"23787",38.2262466,-106.7417345
"23789",38.2098737,-106.8142096
"23792",38.2417652,-106.6281301
"23794",38.2258342,-106.7693009
"23799",38.2412243,-106.7759924
"23800",38.2310736,-106.6592631
"23802",38.2252744,-106.8060475
"23804",38.1994298,-106.8269454
"23805",38.1883167,-106.6811165
"23806",38.2261098,-106.7509272
"23807",37.9261266,-106.3385789
"23810",38.2258342,-106.7693009
"23811",38.2259725,-106.7601083
"24213",40.19444,-109.96661
"24215",40.19558,-109.96642
"24501",39.793,-110.549
"24506",40.19558,-109.96642
"29616",40.71833,-109.18
"30429",40.71833,-109.18
"34938",41.867,-113.744
"36116",38.264,-106.683
"36118",38.264,-106.683
"41433",37.92613,-106.3385789
"41434",37.92613,-106.3385789
"498",40.58139,-111.22639
"8819",38.24059,-111.54519
"9544",38.0821,-110.50814
"UWBM:Mamm:18916",48.3614,-119.5822
"UWBM:Mamm:33285",47.9725,-119.6492
"UWBM:Mamm:35302",38.7125621,-105.4617603
"UWBM:Mamm:51241",46.04,-118.6711
"UWBM:Mamm:51244",45.9888106,-118.7446047
"UWBM:Mamm:51245",46.0834357,-118.6711
"UWBM:Mamm:51932",41.3275,-110.29222
"UWBM:Mamm:51936",42.8433,-106.31065
"UWBM:Mamm:51938",42.8433,-106.31065
"UWBM:Mamm:51939",42.8433,-106.31065
"UWBM:Mamm:51940",42.8433,-106.31065
"UWBM:Mamm:51942",38.4516523,-106.6088985
"UWYMV:Mamm:2449",44.000336,-105.345168
"UWYMV:Mamm:2986",41.11056,-106.01278
"UWYMV:Mamm:2988",41.106894,-106.652967
"UWYMV:Mamm:2989",41.815331,-106.99905
"UWYMV:Mamm:2990",44.53556,-107.77917
"UWYMV:Mamm:2991",44.519884,-108.012495
"UWYMV:Mamm:2992",41.20667,-106
"UWYMV:Mamm:2998",44.099397,-104.355226
"UWYMV:Mamm:3000",41.147242,-105.808821
"UWYMV:Mamm:3001",41.147242,-105.808821
"UWYMV:Mamm:3002",41.23194,-105.38972
"UWYMV:Mamm:3003",43.626861,-110.7175
"UWYMV:Mamm:3005",41.328354,-105.704035
"UWYMV:Mamm:3007",41.31139,-105.59056
"UWYMV:Mamm:3011",41.25694,-105.70639
"UWYMV:Mamm:3012",41.25694,-105.70639
"UWYMV:Mamm:3013",41.3925,-105.78944
"UWYMV:Mamm:3015",41.789489,-107.1125
"UWYMV:Mamm:4180",41.23194,-105.38972
"UWYMV:Mamm:4181",41.57611,-105.69472
"UWYMV:Mamm:4182",41.310127,-106.130731
"UWYMV:Mamm:4260",44.8496,-107.162
"UWYMV:Mamm:4263",44.8496,-107.162
"UWYMV:Mamm:6083",41.594679,-106.304656
"UWYMV:Mamm:841",41.23583,-103.6625
"UWYMV:Mamm:846",40.45556,-109.52806
"UWYMV:Mamm:847",41.50578,-105.849744
"UWYMV:Mamm:848",41.29833,-106.14111
"UWYMV:Mamm:850",41.31139,-105.59056
"10009",37.60286,-119.00159
"17470",42.3983,-121.8814
"17495",44.4097,-100.3551
"17496",46.7314,-117.1786
"17497",46.7314,-117.1786
"5562",41.41052,-120.96135
"942",41.59303,-120.23152
"9473",47.0646,-98.9337
"9474",46.9164,-98.6961
"9747",46.0001,-102.6331
"CHAS:Mamm:1315",39.5186,-104.761363
"CHAS:Mamm:3799",40.606653,-103.843839
"9727",42.4690579,-107.6124572
"10870",39.192847,-106.29194
"DMNS:Mamm:11073",38.7952,-106.4887
"DMNS:Mamm:15643",39.85833,-104.66694
"DMNS:Mamm:1679",39.37222,-104.85556
"DMNS:Mamm:1704",37.82608,-105.97291
"DMNS:Mamm:1705",37.82608,-105.97291
"DMNS:Mamm:1774",37.82608,-105.97291
"DMNS:Mamm:1776",37.82608,-105.97291
"DMNS:Mamm:18790",38.22816697,-106.763816
"DMNS:Mamm:18791",38.21743998,-106.775866
"DMNS:Mamm:18792",38.190879,-106.698123
"DMNS:Mamm:18794",38.49870002,-106.849692
"DMNS:Mamm:18795",38.500341,-106.849362
"DMNS:Mamm:18796",38.50924999,-106.83825
"DMNS:Mamm:18797",38.21527401,-106.780597
"DMNS:Mamm:18801",38.5111792,-106.8296629
"DMNS:Mamm:18802",38.2186642,-106.8019956
"DMNS:Mamm:18804",38.28215699,-106.730425
"DMNS:Mamm:18807",38.19517597,-106.737307
"DMNS:Mamm:1943",40.82333,-103.97139
"DMNS:Mamm:3114",40.89861,-104.79611
"DMNS:Mamm:3115",40.89861,-104.79611
"DMNS:Mamm:3120",40.5625,-106.44389
"DMNS:Mamm:3122",40.89861,-104.79611
"DMNS:Mamm:3132",39.74528,-104.60694
"DMNS:Mamm:3133",39.74528,-104.60694
"DMNS:Mamm:3134",39.74528,-104.60694
"DMNS:Mamm:4050",39.73833,-104.32278
"DMNS:Mamm:4056",39.73833,-104.32278
"DMNS:Mamm:4057",39.73833,-104.32278
"DMNS:Mamm:4058",39.73833,-104.32278
"DMNS:Mamm:4312",39.6281646154,-106.044153291
"DMNS:Mamm:4319",39.224717,-105.973322
"DMNS:Mamm:5164",41.31079,-105.685006
"DMNS:Mamm:5165",41.31079,-105.685006
"DMNS:Mamm:5228",40.73167,-106.28306
"DMNS:Mamm:5678",39.37722,-105.8
"DMNS:Mamm:5680",39.37722,-105.8
"DMNS:Mamm:5681",39.37722,-105.8
"DMNS:Mamm:5682",39.37722,-105.8
"DMNS:Mamm:5736",40.16722,-105.10139
"DMNS:Mamm:7603",38.715216,-105.873904
"DMNS:Mamm:8109",38.727965,-105.856738
"MSB:Mamm:100172",39.985223,-104.725946
"MSB:Mamm:100173",39.985223,-104.725946
"MSB:Mamm:100174",38.325584,-103.782079
"MSB:Mamm:101301",38.545801,-106.851175
"MSB:Mamm:101475",41.731515,-102.43533
"MSB:Mamm:102242",40.037028,-108.234953
"MSB:Mamm:102243",39.780929,-108.218359
"MSB:Mamm:106072",39.9900236,-106.535852
"MSB:Mamm:107365",40.641965,-111.272842
"MSB:Mamm:107779",40.601667,-105.057618
"MSB:Mamm:11079",38.1883167,-106.6811165
"MSB:Mamm:11096",38.1883167,-106.6811165
"MSB:Mamm:115395",40.454649,-109.016127
"MSB:Mamm:117956",42.455639,-100.434622
"MSB:Mamm:119694",42.652117,-100.536952
"MSB:Mamm:198191",42.5022222222,-112.3488888889
"MSB:Mamm:265888",42.6188,-111.96648
"MSB:Mamm:278632",39.831969,-107.945351
"MVZ:Mamm:105668",38.211724,-119.01162
"MVZ:Mamm:105669",38.473033,-119.304066
"MVZ:Mamm:105670",38.44705,-119.317145
"MVZ:Mamm:105671",38.436736,-119.336806
"MVZ:Mamm:144248",47.5829,-107.0792
"MVZ:Mamm:181694",37.790812,-118.60426
"MVZ:Mamm:20772",40.958057,-120.2157601
"MVZ:Mamm:20801",37.99057,-119.14108
"MVZ:Mamm:21978",38.15387,-119.31059
"MVZ:Mamm:22976",37.87941,-119.39498
"MVZ:Mamm:47067",42.4942,-112.1647
"MVZ:Mamm:47069",42.8714,-112.2576
"MVZ:Mamm:47070",42.5057,-112.1922
"MVZ:Mamm:64765",44.2178,-112.3836
"MVZ:Mamm:67029",37.73122972,-105.6614431
"MVZ:Mamm:67692",42.3353,-113.5606
"MVZ:Mamm:69769",43.4636,-114.2597
"MVZ:Mamm:78109",42.3013,-111.6007
"MVZ:Mamm:87869",45.65478,-120.89433
"MVZ:Mamm:87870",44.7878,-119.0603
"MVZ:Mamm:89256",41.54294,-109.46535
"MVZ:Mamm:90427",45.2033,-111.6778
"MVZ:Mamm:95282",38.96083,-119.94083
"MVZ:Mamm:99292",37.774984,-118.707633
"4259",40.6098,-104.478
"9644",41.2353,-103.4959
"4197",40.8054,-104.1822
"15156",41.178289,-104.35861
"63386",39.863028,-107.859995
"63902",40.063192,-106.257429
"8824",42.181853,-111.589932
"8825",41.896703,-110.959247
"Mammal-02301",47.6132300437344,-118.209482200736
"Mammal-04794",41.31283,-105.10438
"Mammal-06725",44.8742,-117.5894
"Mammal-08951",47.5204344,-119.5525
"Mammal-21126",42.0098,-117.6063
"30718",41.8011818,-102.3991699
"UAM:Mamm:114353",45.01402,-113.38663
"53294",48.1128,-98.8647
"38422",43.1128,-94.6828
"60890",45.9942,-95.9764
"59650",46.32389,-117.97139
"53293",48.1128,-98.8647
"77967",42.684,-102.9985
"55911",49.86667,-97.38889
"54399",41.79111,-107.23806
"34903",43.0935,-95.1422
"35562",43.1128,-94.6828
"36039",43.1128,-94.6828
"57870",46.8739,-96.7672
"13079",38.54863,-111.70461
"13135",38.57763,-111.70461
