"catalognumber","decimallatitude","decimallongitude"
"13136",38.57763,-111.70461
"13139",38.54378,-111.77139
"13140",38.306,-111.52713
"13143",38.53538,-111.73766
"13837",39.30295,-111.44431
"16297",38.38611,-112.33722
"18024",38.5223501,-107.1896484
"18025",38.4594236,-107.3016738
"18026",38.4884019,-107.3025957
"18062",38.47167,-107.2398396
"19011",38.15868,-111.2533
"20297",41.71879,-111.21291
"21749",40.39917,-110.34987
"21987",41.11167,-111.2025
"21988",41.11167,-111.2025
"23773",37.9261266,-106.3385789
"23782",37.9261266,-106.3385789
"23783",37.9261266,-106.3385789
"23785",38.2262466,-106.7417345
"23788",38.2154272,-106.678405
"23790",38.2098737,-106.8142096
"23791",38.220646,-106.6720253
"23793",38.2258342,-106.7693009
"23795",38.2258342,-106.7693009
"23797",38.2258554,-106.6656446
"23798",38.2163382,-106.6134455
"23801",38.2154272,-106.678405
"23803",38.1883167,-106.6811165
"23808",37.9261266,-106.3385789
"23809",37.9261266,-106.3385789
"24214",40.19558,-109.96642
"24500",40.155,-109.97
"31201",41.5,-109.5
"36117",38.264,-106.683
"41320",40.6034,-111.11787
"499",40.58139,-111.22639
"501",40.58139,-111.22639
"560",40.75095,-111.7578
"695",40.68917,-111.79028
"7016",39.33467,-111.40871
"7018",41.93155,-113.34866
"7019",40.72472,-111.34111
"UTEP:Mamm:7474",42.978445,-104.362458
"UWBM:Mamm:20196",44.9677,-120.7664
"UWBM:Mamm:20202",44.9749,-120.7511
"UWBM:Mamm:32965",50.24583,-99.84167
"UWBM:Mamm:33284",48.0083,-119.5405871
"UWBM:Mamm:39391",45.5593,-117.0657
"UWBM:Mamm:51242",45.9888106,-118.7446047
"UWBM:Mamm:51243",45.9888106,-118.7446047
"UWBM:Mamm:51246",46.0494,-118.3872
"UWBM:Mamm:51247",42.8433,-106.31065
"UWBM:Mamm:51933",41.3275,-110.29222
"UWBM:Mamm:51934",42.8433,-106.31065
"UWBM:Mamm:51935",42.8433,-106.31065
"UWBM:Mamm:51937",42.8433,-106.31065
"UWBM:Mamm:51941",42.8433,-106.31065
"UWYMV:Mamm:2981",41.752658,-105.485437
"UWYMV:Mamm:2982",41.31139,-105.59056
"UWYMV:Mamm:2983",41.342561,-104.157028
"UWYMV:Mamm:2984",41.342561,-104.157028
"UWYMV:Mamm:2985",47.29444,-101.62222
"UWYMV:Mamm:2987",41.11056,-106.01278
"UWYMV:Mamm:2993",41.1,-105.15778
"UWYMV:Mamm:2994",41.31139,-105.59056
"UWYMV:Mamm:2995",41.31139,-105.59056
"UWYMV:Mamm:2996",41.31139,-105.59056
"UWYMV:Mamm:2997",44.263073,-104.707033
"UWYMV:Mamm:2999",41.31139,-105.59056
"UWYMV:Mamm:3004",41.31139,-105.59056
"UWYMV:Mamm:3006",41.308412,-106.420116
"UWYMV:Mamm:3008",44.29111,-105.50167
"UWYMV:Mamm:3009",41.4281,-106.0303
"UWYMV:Mamm:3014",41.789489,-107.1125
"UWYMV:Mamm:4183",41.31139,-105.59056
"UWYMV:Mamm:4196",41.6875,-106.41278
"UWYMV:Mamm:4197",41.11056,-106.01278
"UWYMV:Mamm:4198",41.66667,-105.7
"UWYMV:Mamm:4199",41.31139,-105.59056
"UWYMV:Mamm:4261",41.0526,-105.4123
"UWYMV:Mamm:4262",41.74139,-105.97417
"UWYMV:Mamm:4264",44.8496,-107.162
"UWYMV:Mamm:4265",44.8496,-107.162
"UWYMV:Mamm:842",41.31139,-105.59056
"UWYMV:Mamm:849",41.22972,-105.97278
"UWYMV:Mamm:851",40.731039,-105.900568
"UWYMV:Mamm:868",41.181882,-104.184134
"YPM MAM 014338",38.95,-106.98
"YPM MAM 014337",38.95,-106.98
"75924",44.4164,-100.3069
"75923",44.4164,-100.3069
"75925",44.4164,-100.3069
"75922",44.4164,-100.3069
"YPM MAM 007147",38.9169369,-101.1473979
"14080",44.361253,-96.554635
"417477",47.684,-112.031
"1598",41.035693,-111.678055
"2108",40.7035866,-104.7038116
"8618",41.9763832,-100.5354614
"10766",38.1055527,-98.6228714
"13134",43.1724739,-101.652771
"13135",43.1723289,-101.5335922
"13136",43.172493,-101.6924973
"13138",43.1724586,-101.6329041
"13140",43.172493,-101.6924973
"13961",41.831501,-100.57444
"14826",42.9381599,-100.7574005
"7361",51.0111084,-114.3861084
"12746",36.5004463,-118.2187729
"124118",42.0700073,-98.026741
"13516",42.3981628,-121.8825226
"121217",44.218174,-105.7922668
"54299",45.4270897,-101.0748215
"17558",52.0666695,-104.25
"170070",47.377871,-110.081926
"170063",41.256278,-94.624496
"1159",39.025,-99.8792
"1162",38.9181,-101.1484
"1163",38.9181,-101.1484
"1165",38.9181,-101.1484
"1167",38.9142,-99.8747
"1168",38.9142,-99.8747
"1262",38.9142,-99.8747
"1388",47.29,-104.87
"4356",40.8667,-102.35
"6745",42.8714,-112.50409
"11520",42.796393,-96.324138
"12151",42.796393,-96.324138
"12222",42.796393,-96.324138
"12734",48.944754,-98.997536
"12735",48.944754,-98.997536
"12739",48.944754,-98.997536
"13238",48.944754,-98.997536
"13239",48.944754,-98.997536
"13240",48.944754,-98.997536
"13241",48.944754,-98.997536
"13245",48.944754,-98.997536
"13246",48.944754,-98.997536
"13248",48.944754,-98.997536
"13250",48.944754,-98.997536
"13252",48.944754,-98.997536
"13254",48.944754,-98.997536
"13255",48.944754,-98.997536
"13256",48.944754,-98.997536
"13257",48.944754,-98.997536
"13258",48.944754,-98.997536
"13261",48.944754,-98.997536
"13262",48.944754,-98.997536
"13264",48.944754,-98.997536
"13279",48.944754,-98.997536
"13281",48.944754,-98.997536
"13284",48.944754,-98.997536
"13286",48.944754,-98.997536
"13288",48.944754,-98.997536
"13291",48.944754,-98.997536
"14511",46.6674,-113.02112
"14512",46.6674,-113.02112
"14513",45.2032,-111.6788
"15922",42.9881,-103.2392
"16086",43.952356,-99.601869
"17601",41.21855,-105.38237
"20894",40.76058,-106.46458
"21000",43.61564,-104.5445
"26610",41.06924,-110.36494
"26618",41.062,-110.4129
"26912",41.38301,-105.58577
"26913",41.3321,-106.2756
"32931",43.40577,-105.37858
"34066",47.1008,-107.6976
"37996",43.86,-108.16
"37997",41.61862,-110.57566
"37998",41.56066,-110.57566
"38000",42.110556,-109.440278
"38001",41.95966,-108.50838
"38003",41.95966,-108.50838
"38004",41.95966,-108.50838
"38006",41.95966,-108.50838
"41597",42.70484,-109.7169
"41598",43.14066,-107.22415
"41600",43.13342,-107.21428
"41605",43.00539,-107.27528
"41608",42.87707,-106.55565
"41609",43.09438,-106.53596
"41610",43.07989,-106.53596
"41611",43.06541,-106.51628
"41612",42.77917,-104.67622
"41613",41.9222,-109.30407
"41617",41.19168,-108.85583
"43894",42.54213,-108.14368
"45738",40.8175,-115.22195
"45742",40.79667,-115.19
"45750",40.67064,-115.1975
"45751",40.59818,-115.1975
"45752",40.52571,-115.1975
"45789",40.44797,-115.429
"45790",40.67064,-115.1975
"45791",40.59818,-115.1975
"45792",40.52571,-115.1975
"63334",43.623056,-110.622778
"68447",40.2528,-108.58365
"73244",43.02138,-103.8156
"73245",42.54722,-100.60087
"77931",42.87278,-100.45208
"77932",42.99831,-99.74876
"79231",40.92657,-103.34181
"83502",45.4006358,-103.1771463
"83503",45.3716756,-103.1771463
"86203",45.8577,-103.6861
"86204",45.76928,-103.87297
"86205",45.76928,-103.87297
"86206",45.299275,-103.1565394
"86207",45.4006358,-103.1771463
"86208",45.4006358,-103.1771463
"93101",37.4374188,-105.6425941
"100828",44.06414,-103.80019
"100829",43.5431,-101.8206
"101684",45.0886,-100.1455
"103989",41.46275,-92.61277
"112882",44.31026,-103.52947
"115821",45.8554,-103.9444
"115823",45.5811,-103.8009
"121823",45.63605,-104.02619
"121824",45.63605,-104.02619
"122325",43.96692,-101.84578
"122326",43.96692,-101.84578
"122327",43.95244,-101.86584
"122328",43.92347,-101.86584
"122572",46.079,-103.9409
"122574",46.079,-103.9409
"122575",45.9922,-103.9409
"122576",45.9922,-103.9409
"123258",45.64442,-104.08805
"123259",45.62994,-104.03653
"123261",45.57926,-104.06744
"123262",45.5141,-104.03653
"123263",45.62994,-104.04683
"123264",45.46342,-104.03653
"123265",45.37654,-104.05714
"136329",45.01364,-108.34669
"143933",41.44098,-105.62421
"147268",44.24577,-107.63096
"147269",44.4713,-116.41099
"163742",41.31056,-105.73952
"170066",41.599177,-93.215964
"170068",40.25221,-94.141444
"170064",41.494949,-94.695931
"MVZ:Mamm:36486",39.166666667,-120.15
"Mammal-13763",40.9528792,-107.248917
"Mammal-13766",40.9528792,-107.248917
"Mammal-13769",40.9528792,-107.248917
"Mammal-13770",40.9528792,-107.248917
"14200",51.8166667,-106.5
"17255",50.5333333,-103.5166667
"2204240046",49.7166667,-99.6
"2204240047",49.7166667,-99.6
"29109",49.0333333333,-119.45
"3311120010",51.7666667,-98.6333333
"33150",50.1833333,-98.3166667
"80266",49.0333333333,-119.45
"91986",49.1,-107.433333333333
"91988",49.1,-107.433333333333
"377",37.6486111,-118.9711111
"812",37.5319444,-118.9708333
"7455",41.03,-120.16
"4182",38.84222,-106.223365
"M000356",49.029389,-119.46556
"13140",37.65,-118.9833333
"17275",44.4333333,-118.2
"17276",44.4333333,-118.2
"17527",46.2666667,-119.4833333
"17622",46.2,-119.7666667
"17623",46.2,-119.7666667
"17624",46.2,-119.7666667
"837",37.65,-118.9833333
"838",37.65,-118.9833333
"9464",40.05,-104.65
"79841",43.2399,-93.7574
"42260",43.1292,-94.8989
"56818",39.3060996,-102.2688916
"54171",48.4122,-97.4103
"54190",48.4122,-97.4103
"79843",43.2506,-93.704
"75641",42.1231,-102.5802
"105552",47.0945,-99.0402
"79839",43.1998,-93.6964
"54176",48.4122,-97.4103
"65804",45.94131,-95.934
"56819",37.4288796,-105.4333369
"56817",40.0156521,-103.2176784
"87770",41.49115,-110.10454
"107703",42.86444,-110.07028
"54174",48.4122,-97.4103
"53683",46.2997,-118.3139
"79840",43.1954,-93.7603
"107702",42.86444,-110.07028
"56338",39.6149831,-104.0438976
"54183",48.4122,-97.4103
"65563",43.15641,-109.86028
"54397",46.2497,-119.4764
"75921",43.7062,-101.5083
"54172",48.4122,-97.4103
"97606",48.4122,-97.4103
"56339",39.1216602,-104.1652837
"65795",42.11056,-109.05112
"54177",48.4122,-97.4103
"107701",39.3675808,-104.4373289
"54179",48.4122,-97.4103
"77916",42.42,-103.6768
"54185",48.4122,-97.4103
"75635",42.547,-100.8161
"56335",40.2502685,-103.7994434
"54180",48.4122,-97.4103
"54393",46.0856,-118.9042
"56337",40.2502685,-103.7994434
"56334",40.2502685,-103.7994434
"77917",42.6691,-103.8823
"54189",48.4122,-97.4103
"87769",46.1043,-110.0152
"UWBM:Mamm:81798",47.59,-119.6
"YPM MAM 001959",42.3372,-108.9375
"YPM MAM 010804",41.6833,-115.5
"YPM MAM 001947",49.6333,-108.6333
"YPM MAM 001757",42.5,-106.6667
"YPM MAM 001760",42.6667,-106.5
"YPM MAM 001758",42.5,-106.6667
"15161",39.160342,-108.680146
"3356",40.60015,-111.431324
"DMNS:Mamm:13038",42.6188,-111.96648
"2107",40.5647812,-105.0569
"8619",41.9763832,-100.5354614
"8620",41.8604774,-100.57444
"13137",43.1724586,-101.6329041
"13139",43.1724586,-101.6329041
"13959",42.6989403,-100.55056
"13960",42.7279129,-100.55056
"7484",49.5,-98.0017014
"5725",45.0318336,-110.7057648
"13518",42.3981628,-121.8825226
"13517",42.3981628,-121.8825226
"13515",42.3981628,-121.8825226
"13426",46.5652885,-100.0914917
"18284",46.2995644,-118.3149796
"8569",51.0499992,-114.0833359
"39480",42.3221283,-111.2976608
"51355",42.7528992,-102.0265427
"351",41.59582,-93.235
"170065",42.3128,-93.49096
"1160",38.9181,-101.1484
"1161",38.9181,-101.1484
"1164",38.9181,-101.1484
"1184",48.3328,-96.8209
"6744",42.4286,-112.1236
"11489",42.796393,-96.324138
"11490",42.796393,-96.324138
"12736",48.944754,-98.997536
"12737",48.944754,-98.997536
"12738",48.944754,-98.997536
"13242",48.944754,-98.997536
"13243",48.944754,-98.997536
"13244",48.944754,-98.997536
"13247",48.944754,-98.997536
"13249",48.944754,-98.997536
"13251",48.944754,-98.997536
"13253",48.944754,-98.997536
"13259",48.944754,-98.997536
"13260",48.944754,-98.997536
"13263",48.944754,-98.997536
"13265",48.944754,-98.997536
"13266",48.944754,-98.997536
"13273",48.944754,-98.997536
"13274",48.944754,-98.997536
"13275",48.944754,-98.997536
"13276",48.944754,-98.997536
"13277",48.944754,-98.997536
"13278",48.944754,-98.997536
"13280",48.944754,-98.997536
"13282",48.944754,-98.997536
"13283",48.944754,-98.997536
"13285",48.944754,-98.997536
"13287",48.944754,-98.997536
"13289",48.944754,-98.997536
"13290",48.944754,-98.997536
"13501",48.944754,-98.997536
"14508",46.44699,-112.65602
"14509",46.2047,-114.0552
"14510",46.1563,-114.1796
"15923",41.19082,-102.97423
"18630",41.22394,-111.10445
"21001",43.61564,-104.5445
"26911",41.38301,-105.58577
"32920",42.48446,-105.81418
"32925",44.80585,-104.99311
"34064",47.1008,-107.3796
"34065",47.1008,-107.8778
"37995",44.17881,-109.6024
"37999",42.183,-109.20678
"38002",41.95966,-108.50838
"38005",41.95966,-108.50838
"41596",42.53341,-109.62849
"41599",43.30726,-107.15504
"41601",43.19372,-107.24564
"41602",43.13577,-107.22589
"41603",43.16475,-107.24564
"41604",43.07058,-107.19625
"41616",41.19168,-108.85583
"41618",40.85113,-108.73267
"41625",42.82637,-106.3194
"43895",42.36797,-107.85222
"45739",40.8175,-115.22195
"45740",40.8175,-115.22195
"45741",40.8175,-115.22195
"45743",40.43417,-115.47417
"45744",40.43417,-115.47417
"45745",40.43417,-115.47417
"45746",40.43417,-115.47417
"45747",40.72861,-115.1975
"45748",40.67064,-115.1975
"45749",40.67064,-115.1975
"45753",40.61487,-115.51028
"45788",40.8175,-115.22195
"62230",42.551482,-107.94294
"62231",42.48032,-107.73487
"68449",41.70768,-107.97339
"70020",40.99729,-105.2167
"73242",42.54722,-100.60087
"73243",42.54722,-100.60087
"74423",42.14861,-97.19332
"98297",45.68249,-103.72789
"100830",43.1885,-100.9042
"103990",41.44102,-92.72836
"112883",43.18658,-101.66727
"112884",43.11415,-101.60789
"115820",45.94622,-103.99099
"115822",45.578991,-103.8482
"115824",45.61587,-103.54593
"119967",41.1962,-94.7344
"122324",43.96692,-101.86584
"122570",46.917526,-102.806005
"122571",47.003,-101.7953
"122573",46.079,-103.9409
"123257",45.8889,-104.30389
"123260",45.57926,-104.26323
"136328",45.07859,-108.40088
"146944",41.44098,-105.62421
"163743",41.44098,-105.62421
"170067",42.16623,-93.482413
"170069",40.360157,-94.892052
"170062",41.360034,-94.604366
"MSB:Mamm:153122",42.4166666667,-112.4333333333
"MVZ:Mamm:21309",38.76806,-119.83944
"Mammal-13762",40.9528792,-107.248917
"Mammal-13764",40.9528792,-107.248917
"Mammal-13765",40.9528792,-107.248917
"Mammal-13767",40.9528792,-107.248917
"Mammal-13768",40.9528792,-107.248917
"14199",49.6666667,-109.5
"19757",41.76667,-107.26667
"20555",41.26667,-110.33333
"20556",41.26667,-110.33333
"20797",41.55,-109.45
"2204240048",49.7166667,-99.6
"29112",49.0333333333,-119.45
"32201",49.95,-97.1166667
"3512130022",40.3833333333,-109.35
"91969",49.75,-109.666666666667
"91979",49.85,-109.466666666667
"91987",49.1,-107.433333333333
"24928",44.757526,-113.25668
"M000434",49.023143,-119.456349
"M001504",49.050278,-113.881389
"M006079",49.023143,-119.456349
"M006080",49.023143,-119.456349
"M006081",49.023143,-119.456349
"M006082",49.068993,-119.48139
"M006083",49.899695,-97.137499
"17526",46.2666667,-119.4833333
"839",37.65,-118.9833333
"6690",43.9639,-106.1992
"65562",41.67306,-107.97861
"53832",48.4122,-97.4103
"54184",48.4122,-97.4103
"107704",42.86444,-110.07028
"54188",48.4122,-97.4103
"42259",43.1292,-94.8989
"54182",48.4122,-97.4103
"87771",41.49115,-110.10454
"54181",48.4122,-97.4103
"60891",43.2534,-91.987
"54187",48.4122,-97.4103
"54175",48.4122,-97.4103
"107705",38.9979357,-104.4433166
"54398",46.2497,-119.4764
"54396",46.2497,-119.4764
"75920",43.7062,-101.5083
"54395",46.2497,-119.4764
"54186",48.4122,-97.4103
"56336",40.2502685,-103.7994434
"75636",42.547,-100.8161
"54178",48.4122,-97.4103
"55694",39.0619,-101.2436
"79842",43.2295,-93.6594
"54394",46.2497,-119.4764
"54173",48.4122,-97.4103
"75919",43.6035,-101.5083
"68485",42.8047,-102.2028
"56816",40.0156521,-103.2176784
"75638",42.1231,-102.5802
"YPM MAM 000364",41.6667,-111.8333
"YPM MAM 003973",45.2164,-112.6367
"422855",48.870305,-104.05188
"29111",50.5833333,-111.8833333
"YPM MAM 013787",41.081298,-105.212754
"48943",45.6624336,-110.5610657
"29110",50.5833333,-111.8833333
"M009298",48.967216,-119.632856
"YPM MAM 007267",41,-109.65
"YPM MAM 007266",41.3167,-110.3836
"18843",42.1105576,-109.4207535
"18844",42.1105576,-109.4207535
"OSUM Mammals 5824",39.0003,-105.5008
"222",38.74,-119.93
"7454",41.03,-120.16
"M001317",51.190988,-114.46786
"M001318",51.190988,-114.46786
"M001321",51.190988,-114.46786
"34357",41.54361,-104.31861
"YPM MAM 014334",48.3153,-100.5867
"YPM MAM 014342",48.3153,-100.5867
"YPM MAM 014340",48.3153,-100.5867
"18842",42.1105576,-109.4207535
"19635",42.1105576,-109.4207535
"OSUM Mammals 3927",47.5003,-100.0007
"M001315",51.190988,-114.46786
"M001316",51.190988,-114.46786
"M001319",51.190988,-114.46786
"M001320",51.190988,-114.46786
"2629",41.55056,-107.43028
"YPM MAM 014341",48.3153,-100.5867
"YPM MAM 014335",48.3153,-100.5867
"YPM MAM 014339",48.3153,-100.5867
"Textbok Bailey V. 1936. The Mammals and Life Zones of Oregon. USDA Bureau of Biological Survey, Washington, D.C., U.S.A.",46.0623208008643,-118.34274203032
"Book Banfield AWF. 1974. The Mammals of Canada. University of Toronto Press, Toronto, CA.",60.1150100226944,-113.607328935482
"Book Fitzgerald JP, Meaney CA, Armstrong DM. 1994. Mammals of Colorado. University Press of Colorado, Niwot, CO, USA.",40.6303812291105,-105.136836575747
"Journal article Gunther KA et al. 2009.  Presence and distribution of white-tailed jackrabbits in Yellowstone National Park. Yellowstone Science 17(1): 24-31.",44.9775366908656,-110.698348710624
"Journal Rogowitz, G.L., J.A. Gessaman. 1990. Influence of air temperature, wind and irradiance on metabolism of white-tailed jackrabbits. Journal of Thermal Biology 15:125-131.",41.6666278940621,-108.917336969326
"USNM museum specimen USNM Specimen 132077 thru 132082 minus 80-81",38.0070589996732,-119.012259000053
"USNM museum specimen USNM Specimen 211795 and 211796",42.1427109997129,-111.128806000097
"USNM museum specimen USNM Specimen 211797 thru 211799",42.1427109997129,-111.128806000097
"Journal article Watkins LC, Nowak RM. 1973. The white-tailed jack rabbit in Missouri. The Southwestern Naturalist 18(3): 352-354.",39.8705876809768,-94.7517987532099
"NA Watkins, L.C., and R.M. Nowak. 1973. The white-tailed jack rabbit in Missouri. The Southwestern Naturalist 18:352-354.",40.3499862299806,-94.866919773129
"iNaturalist NA",43.5525000103672,-114.317327600189
"Book Fitzgerald JP, Meaney CA, Armstrong DM. 1994. Mammals of Colorado. University Press of Colorado, Niwot, CO, USA.",38.3350088841527,-104.74590613506
"Journal article Hansen RM, Bear GD. 1963. Winter coats of white-tailed jackrabbits in southwestern Colorado. J. of Mammology 44(3): 420-422.",38.2247835081524,-106.700160360612
"Journal article Hansen RM, Bear GD. 1963. Winter coats of white-tailed jackrabbits in southwestern Colorado. J. of Mammology 44(3): 420-422.",38.2119344192381,-106.691594301036
"iNaturalist White-tailed Jackrabbit (Lepus townsendii) - Observed by tylerschutz - March 23, 2014, 2014-04-22. Accessed via http://www.inaturalist.org/observations/638726 on 2015-07-09.",37.1149860001039,-113.418689000197
"PreservedSpecimen DMNS:Mamm:3109",39.550052,-105.782069
"PreservedSpecimen DMNS:Mamm:3138",39.55005,-105.782066
"PreservedSpecimen DMNS:Mamm:3141",39.55005,-105.782067
"PreservedSpecimen DMNS:Mamm:3146",39.55005,-105.782069
"PreservedSpecimen DMNS:Mamm:3163",39.55005,-105.782068
"PreservedSpecimen DMNS:Mamm:3112",39.550052,-105.782068
"PreservedSpecimen DMNS:Mamm:3128",39.550052,-105.782067
"PreservedSpecimen DMNS:Mamm:3129",39.550051,-105.782066
"PreservedSpecimen DMNS:Mamm:3135",39.550052,-105.78207
"PreservedSpecimen LACM 93751",38.910832,-104.47233
"UMNH:Mamm:23777",38.1883167,-106.6811165
"Museum specimen AMNH M-123030",39.369772,-108.287752
"Museum specimen AMNH M-123031",39.369773,-108.287752
"Museum specimen AMNH M-123032",39.369774,-108.287752
"Museum specimen AMNH M-123033",37.670004,-106.639764
"Museum specimen AMNH M-40311",44.324326,-117.944647
"Museum specimen AMNH M-40312",44.324327,-117.944647
"Museum specimen AMNH M-90911",48.412211,-97.410634
"Museum specimen AMNH M-93232",41.260774,-111.769938
"Museum specimen AMNH M-28785",37.20496,-105.500548
"Museum specimen AMNH M-28786",37.650891,-105.872992
"Museum specimen AMNH M-28787",38.248601,-105.948658
"AMNH:Mamm:129296",48.41221,-97.41063
"PreservedSpecimen UCM:Mamm:7893",40.073041,-106.102799
"PreservedSpecimen UCM:Mamm:7918",38.644988,-107.58478
"PreservedSpecimen UCM:Mamm:7919",38.644988,-107.58478
"PreservedSpecimen UCM:Mamm:7920",38.644989,-107.58478
"PreservedSpecimen UCM:Mamm:7921",38.644988,-107.58479
"PreservedSpecimen UCM:Mamm:1189",39.328115,-104.462986
"PreservedSpecimen UCM:Mamm:1190",40.075823,-102.22325
"PreservedSpecimen UCM:Mamm:13083",40.545896,-105.118561
"PreservedSpecimen UCM:Mamm:13092",40.507371,-104.701252
"PreservedSpecimen UCM:Mamm:13094",40.481948,-105.235291
"PreservedSpecimen UCM:Mamm:13095",39.824095,-103.503571
"PreservedSpecimen UCM:Mamm:7878",39.058601,-104.562622
"PreservedSpecimen UCM:Mamm:7879",38.824196,-104.576111
"PreservedSpecimen UCM:Mamm:7880",39.028469,-104.484128
"PreservedSpecimen UCM:Mamm:7894",40.073042,-106.102799
"PreservedSpecimen UCM:Mamm:7916",40.521753,-105.087161
"PreservedSpecimen UCM:Mamm:7917",40.521754,-105.087161
"UCM:Mamm:7909",37.65089,-105.87299
"UCM:Mamm:7910",37.65089,-105.87299
"UCM:Mamm:7911",37.65089,-105.87299
"UCM:Mamm:1194",39.3472,-104.46441
"UCM:Mamm:1195",39.3472,-104.46441
"UCM:Mamm:7888",38.15999,-108.3748
"UCM:Mamm:7889",38.2486,-105.94865
"UCM:Mamm:7890",38.2486,-105.94865
"UCM:Mamm:7891",38.2486,-105.94865
"UCM:Mamm:7892",38.2486,-105.94865
"UCM:Mamm:7907",37.65089,-105.87299
"UCM:Mamm:7908",37.65089,-105.87299
"UMZM:Mamm:16871",47.495857,-112.394991
"UMZM:Mamm:15352",45.457108,-112.196272
"UMZM:Mamm:5186",44.177255,-96.104136
"UMZM:Mamm:14068",48.1043469,-103.7520337
"UMZM:Mamm:3610",46.85257,-113.963656
"UMZM:Mamm:19000",46.448184,-108.541877
"UMZM:Mamm:426",47.297913,-105.762509
"UMZM:Mamm:15911",45.125398,-112.565464
"UMZM:Mamm:12459",47.3047077,-108.9586423
"UMZM:Mamm:15683",45.2171903,-112.5988523
"USNM museum specimen 131881",38.0070589996732,-119.012259000053
"USNM museum specimen 147185",42.5382750002911,-110.114324999799
"USNM museum specimen 16227",46.8266600001589,-100.889576000132
"USNM museum specimen 189022",46.4063549998834,-105.842211000237
"USNM museum specimen 189023",46.4063549998834,-105.842211000237
"USNM museum specimen 203176",42.7240729996693,-114.518652999936
"USNM museum specimen 263407",43.7242119995842,-98.2212979998028
"USNM museum specimen 4242",42.5570009995965,-106.033124999919
"USNM museum specimen 61366",45.0113789996412,-96.1932180003104
"USNM museum specimen 61366",45.0113789996412,-96.1932180003104
"USNM museum specimen 61367",45.0113789996412,-96.1932180003104
"USNM museum specimen 61367",45.0113789996412,-96.1932180003104
"USNM museum specimen 102095",38.9900320002766,-99.8124939997982
"USNM museum specimen 150972",39.0334529998561,-104.596023999608
"USNM museum specimen 159379",49.0323039997298,-119.468162999823
"USNM museum specimen 159379",49.0323039997298,-119.468162999823
"USNM museum specimen 211800",42.0712969997568,-115.159503000263
"USNM museum specimen 234187",46.2069000002349,-119.76559999974
