"catalognumber","decimallatitude","decimallongitude","roundlat","roundlon"
"UWYMV:Mamm:3008",44.29111,-105.50167,44.29111,-105.50167
"UWYMV:Mamm:3009",41.4281,-106.0303,41.4281,-106.0303
"UWYMV:Mamm:4196",41.6875,-106.41278,41.6875,-106.41278
"UWYMV:Mamm:4198",41.66667,-105.7,41.66667,-105.7
"UWYMV:Mamm:4261",41.0526,-105.4123,41.0526,-105.4123
"UWYMV:Mamm:4262",41.74139,-105.97417,41.74139,-105.97417
"UWYMV:Mamm:849",41.22972,-105.97278,41.22972,-105.97278
"UWYMV:Mamm:851",40.731039,-105.900568,40.73104,-105.90057
"UWYMV:Mamm:868",41.181882,-104.184134,41.18188,-104.18413
"YPM MAM 014338",38.95,-106.98,38.95,-106.98
"75924",44.4164,-100.3069,44.4164,-100.3069
"YPM MAM 007147",38.9169369,-101.1473979,38.91694,-101.1474
"14080",44.361253,-96.554635,44.36125,-96.55464
"417477",47.684,-112.031,47.684,-112.031
"1598",41.035693,-111.678055,41.03569,-111.67806
"2108",40.7035866,-104.7038116,40.70359,-104.70381
"8618",41.9763832,-100.5354614,41.97638,-100.53546
"10766",38.1055527,-98.6228714,38.10555,-98.62287
"13134",43.1724739,-101.652771,43.17247,-101.65277
"13135",43.1723289,-101.5335922,43.17233,-101.53359
"13136",43.172493,-101.6924973,43.17249,-101.6925
"13138",43.1724586,-101.6329041,43.17246,-101.6329
"13961",41.831501,-100.57444,41.8315,-100.57444
"14826",42.9381599,-100.7574005,42.93816,-100.7574
"7361",51.0111084,-114.3861084,51.01111,-114.38611
"12746",36.5004463,-118.2187729,36.50045,-118.21877
"124118",42.0700073,-98.026741,42.07001,-98.02674
"13516",42.3981628,-121.8825226,42.39816,-121.88252
"121217",44.218174,-105.7922668,44.21817,-105.79227
"54299",45.4270897,-101.0748215,45.42709,-101.07482
"17558",52.0666695,-104.25,52.06667,-104.25
"170070",47.377871,-110.081926,47.37787,-110.08193
"170063",41.256278,-94.624496,41.25628,-94.6245
"1159",39.025,-99.8792,39.025,-99.8792
"1162",38.9181,-101.1484,38.9181,-101.1484
"1167",38.9142,-99.8747,38.9142,-99.8747
"1388",47.29,-104.87,47.29,-104.87
"4356",40.8667,-102.35,40.8667,-102.35
"6745",42.8714,-112.50409,42.8714,-112.50409
"11520",42.796393,-96.324138,42.79639,-96.32414
"12734",48.944754,-98.997536,48.94475,-98.99754
"14511",46.6674,-113.02112,46.6674,-113.02112
"14513",45.2032,-111.6788,45.2032,-111.6788
"15922",42.9881,-103.2392,42.9881,-103.2392
"16086",43.952356,-99.601869,43.95236,-99.60187
"17601",41.21855,-105.38237,41.21855,-105.38237
"20894",40.76058,-106.46458,40.76058,-106.46458
"21000",43.61564,-104.5445,43.61564,-104.5445
"26610",41.06924,-110.36494,41.06924,-110.36494
"26618",41.062,-110.4129,41.062,-110.4129
"26912",41.38301,-105.58577,41.38301,-105.58577
"26913",41.3321,-106.2756,41.3321,-106.2756
"32931",43.40577,-105.37858,43.40577,-105.37858
"34066",47.1008,-107.6976,47.1008,-107.6976
"37996",43.86,-108.16,43.86,-108.16
"37997",41.61862,-110.57566,41.61862,-110.57566
"37998",41.56066,-110.57566,41.56066,-110.57566
"38000",42.110556,-109.440278,42.11056,-109.44028
"38001",41.95966,-108.50838,41.95966,-108.50838
"41597",42.70484,-109.7169,42.70484,-109.7169
"41598",43.14066,-107.22415,43.14066,-107.22415
"41600",43.13342,-107.21428,43.13342,-107.21428
"41605",43.00539,-107.27528,43.00539,-107.27528
"41608",42.87707,-106.55565,42.87707,-106.55565
"41609",43.09438,-106.53596,43.09438,-106.53596
"41610",43.07989,-106.53596,43.07989,-106.53596
"41611",43.06541,-106.51628,43.06541,-106.51628
"41612",42.77917,-104.67622,42.77917,-104.67622
"41613",41.9222,-109.30407,41.9222,-109.30407
"41617",41.19168,-108.85583,41.19168,-108.85583
"43894",42.54213,-108.14368,42.54213,-108.14368
"45738",40.8175,-115.22195,40.8175,-115.22195
"45742",40.79667,-115.19,40.79667,-115.19
"45750",40.67064,-115.1975,40.67064,-115.1975
"45751",40.59818,-115.1975,40.59818,-115.1975
"45752",40.52571,-115.1975,40.52571,-115.1975
"45789",40.44797,-115.429,40.44797,-115.429
"63334",43.623056,-110.622778,43.62306,-110.62278
"68447",40.2528,-108.58365,40.2528,-108.58365
"73244",43.02138,-103.8156,43.02138,-103.8156
"73245",42.54722,-100.60087,42.54722,-100.60087
"77931",42.87278,-100.45208,42.87278,-100.45208
"77932",42.99831,-99.74876,42.99831,-99.74876
"79231",40.92657,-103.34181,40.92657,-103.34181
"83502",45.4006358,-103.1771463,45.40064,-103.17715
"83503",45.3716756,-103.1771463,45.37168,-103.17715
"86203",45.8577,-103.6861,45.8577,-103.6861
"86204",45.76928,-103.87297,45.76928,-103.87297
"86206",45.299275,-103.1565394,45.29928,-103.15654
"93101",37.4374188,-105.6425941,37.43742,-105.64259
"100828",44.06414,-103.80019,44.06414,-103.80019
"100829",43.5431,-101.8206,43.5431,-101.8206
"101684",45.0886,-100.1455,45.0886,-100.1455
"103989",41.46275,-92.61277,41.46275,-92.61277
"112882",44.31026,-103.52947,44.31026,-103.52947
"115821",45.8554,-103.9444,45.8554,-103.9444
"115823",45.5811,-103.8009,45.5811,-103.8009
"121823",45.63605,-104.02619,45.63605,-104.02619
"122325",43.96692,-101.84578,43.96692,-101.84578
"122327",43.95244,-101.86584,43.95244,-101.86584
"122328",43.92347,-101.86584,43.92347,-101.86584
"122572",46.079,-103.9409,46.079,-103.9409
"122575",45.9922,-103.9409,45.9922,-103.9409
"123258",45.64442,-104.08805,45.64442,-104.08805
"123259",45.62994,-104.03653,45.62994,-104.03653
"123261",45.57926,-104.06744,45.57926,-104.06744
"123262",45.5141,-104.03653,45.5141,-104.03653
"123263",45.62994,-104.04683,45.62994,-104.04683
"123264",45.46342,-104.03653,45.46342,-104.03653
"123265",45.37654,-104.05714,45.37654,-104.05714
"136329",45.01364,-108.34669,45.01364,-108.34669
"143933",41.44098,-105.62421,41.44098,-105.62421
"147268",44.24577,-107.63096,44.24577,-107.63096
"147269",44.4713,-116.41099,44.4713,-116.41099
"163742",41.31056,-105.73952,41.31056,-105.73952
"170066",41.599177,-93.215964,41.59918,-93.21596
"170068",40.25221,-94.141444,40.25221,-94.14144
"170064",41.494949,-94.695931,41.49495,-94.69593
"MVZ:Mamm:36486",39.166666667,-120.15,39.16667,-120.15
"Mammal-13763",40.9528792,-107.248917,40.95288,-107.24892
"14200",51.8166667,-106.5,51.81667,-106.5
"17255",50.5333333,-103.5166667,50.53333,-103.51667
"2204240046",49.7166667,-99.6,49.71667,-99.6
"29109",49.0333333333,-119.45,49.03333,-119.45
"3311120010",51.7666667,-98.6333333,51.76667,-98.63333
"33150",50.1833333,-98.3166667,50.18333,-98.31667
"91986",49.1,-107.433333333333,49.1,-107.43333
"377",37.6486111,-118.9711111,37.64861,-118.97111
"812",37.5319444,-118.9708333,37.53194,-118.97083
"7455",41.03,-120.16,41.03,-120.16
"4182",38.84222,-106.223365,38.84222,-106.22336
"M000356",49.029389,-119.46556,49.02939,-119.46556
"13140",37.65,-118.9833333,37.65,-118.98333
"17275",44.4333333,-118.2,44.43333,-118.2
"17527",46.2666667,-119.4833333,46.26667,-119.48333
"17622",46.2,-119.7666667,46.2,-119.76667
"9464",40.05,-104.65,40.05,-104.65
"79841",43.2399,-93.7574,43.2399,-93.7574
"42260",43.1292,-94.8989,43.1292,-94.8989
"56818",39.3060996,-102.2688916,39.3061,-102.26889
"79843",43.2506,-93.704,43.2506,-93.704
"75641",42.1231,-102.5802,42.1231,-102.5802
"105552",47.0945,-99.0402,47.0945,-99.0402
"79839",43.1998,-93.6964,43.1998,-93.6964
"65804",45.94131,-95.934,45.94131,-95.934
"56819",37.4288796,-105.4333369,37.42888,-105.43334
"56817",40.0156521,-103.2176784,40.01565,-103.21768
"87770",41.49115,-110.10454,41.49115,-110.10454
"107703",42.86444,-110.07028,42.86444,-110.07028
"53683",46.2997,-118.3139,46.2997,-118.3139
"79840",43.1954,-93.7603,43.1954,-93.7603
"56338",39.6149831,-104.0438976,39.61498,-104.0439
"54397",46.2497,-119.4764,46.2497,-119.4764
"75921",43.7062,-101.5083,43.7062,-101.5083
"56339",39.1216602,-104.1652837,39.12166,-104.16528
"65795",42.11056,-109.05112,42.11056,-109.05112
"107701",39.3675808,-104.4373289,39.36758,-104.43733
"77916",42.42,-103.6768,42.42,-103.6768
"75635",42.547,-100.8161,42.547,-100.8161
"56335",40.2502685,-103.7994434,40.25027,-103.79944
"54393",46.0856,-118.9042,46.0856,-118.9042
"77917",42.6691,-103.8823,42.6691,-103.8823
"87769",46.1043,-110.0152,46.1043,-110.0152
"UWBM:Mamm:81798",47.59,-119.6,47.59,-119.6
"YPM MAM 001959",42.3372,-108.9375,42.3372,-108.9375
"YPM MAM 010804",41.6833,-115.5,41.6833,-115.5
"YPM MAM 001947",49.6333,-108.6333,49.6333,-108.6333
"YPM MAM 001757",42.5,-106.6667,42.5,-106.6667
"YPM MAM 001760",42.6667,-106.5,42.6667,-106.5
"15161",39.160342,-108.680146,39.16034,-108.68015
"3356",40.60015,-111.431324,40.60015,-111.43132
"2107",40.5647812,-105.0569,40.56478,-105.0569
"8620",41.8604774,-100.57444,41.86048,-100.57444
"13959",42.6989403,-100.55056,42.69894,-100.55056
"13960",42.7279129,-100.55056,42.72791,-100.55056
"7484",49.5,-98.0017014,49.5,-98.0017
"5725",45.0318336,-110.7057648,45.03183,-110.70576
"13426",46.5652885,-100.0914917,46.56529,-100.09149
"18284",46.2995644,-118.3149796,46.29956,-118.31498
"8569",51.0499992,-114.0833359,51.05,-114.08334
"39480",42.3221283,-111.2976608,42.32213,-111.29766
"51355",42.7528992,-102.0265427,42.7529,-102.02654
"351",41.59582,-93.235,41.59582,-93.235
"170065",42.3128,-93.49096,42.3128,-93.49096
"1184",48.3328,-96.8209,48.3328,-96.8209
"6744",42.4286,-112.1236,42.4286,-112.1236
"14508",46.44699,-112.65602,46.44699,-112.65602
"14509",46.2047,-114.0552,46.2047,-114.0552
"14510",46.1563,-114.1796,46.1563,-114.1796
"15923",41.19082,-102.97423,41.19082,-102.97423
"18630",41.22394,-111.10445,41.22394,-111.10445
"32920",42.48446,-105.81418,42.48446,-105.81418
"32925",44.80585,-104.99311,44.80585,-104.99311
"34064",47.1008,-107.3796,47.1008,-107.3796
"34065",47.1008,-107.8778,47.1008,-107.8778
"37995",44.17881,-109.6024,44.17881,-109.6024
"37999",42.183,-109.20678,42.183,-109.20678
"41596",42.53341,-109.62849,42.53341,-109.62849
"41599",43.30726,-107.15504,43.30726,-107.15504
"41601",43.19372,-107.24564,43.19372,-107.24564
"41602",43.13577,-107.22589,43.13577,-107.22589
"41603",43.16475,-107.24564,43.16475,-107.24564
"41604",43.07058,-107.19625,43.07058,-107.19625
"41618",40.85113,-108.73267,40.85113,-108.73267
"41625",42.82637,-106.3194,42.82637,-106.3194
"43895",42.36797,-107.85222,42.36797,-107.85222
"45743",40.43417,-115.47417,40.43417,-115.47417
"45747",40.72861,-115.1975,40.72861,-115.1975
"45753",40.61487,-115.51028,40.61487,-115.51028
"62230",42.551482,-107.94294,42.55148,-107.94294
"62231",42.48032,-107.73487,42.48032,-107.73487
"68449",41.70768,-107.97339,41.70768,-107.97339
"70020",40.99729,-105.2167,40.99729,-105.2167
"74423",42.14861,-97.19332,42.14861,-97.19332
"98297",45.68249,-103.72789,45.68249,-103.72789
"100830",43.1885,-100.9042,43.1885,-100.9042
"103990",41.44102,-92.72836,41.44102,-92.72836
"112883",43.18658,-101.66727,43.18658,-101.66727
"112884",43.11415,-101.60789,43.11415,-101.60789
"115820",45.94622,-103.99099,45.94622,-103.99099
"115822",45.578991,-103.8482,45.57899,-103.8482
"115824",45.61587,-103.54593,45.61587,-103.54593
"119967",41.1962,-94.7344,41.1962,-94.7344
"122324",43.96692,-101.86584,43.96692,-101.86584
"122570",46.917526,-102.806005,46.91753,-102.806
"122571",47.003,-101.7953,47.003,-101.7953
"123257",45.8889,-104.30389,45.8889,-104.30389
"123260",45.57926,-104.26323,45.57926,-104.26323
"136328",45.07859,-108.40088,45.07859,-108.40088
"170067",42.16623,-93.482413,42.16623,-93.48241
"170069",40.360157,-94.892052,40.36016,-94.89205
"170062",41.360034,-94.604366,41.36003,-94.60437
"MSB:Mamm:153122",42.4166666667,-112.4333333333,42.41667,-112.43333
"MVZ:Mamm:21309",38.76806,-119.83944,38.76806,-119.83944
"14199",49.6666667,-109.5,49.66667,-109.5
"19757",41.76667,-107.26667,41.76667,-107.26667
"20555",41.26667,-110.33333,41.26667,-110.33333
"20797",41.55,-109.45,41.55,-109.45
"32201",49.95,-97.1166667,49.95,-97.11667
"3512130022",40.3833333333,-109.35,40.38333,-109.35
"91969",49.75,-109.666666666667,49.75,-109.66667
"91979",49.85,-109.466666666667,49.85,-109.46667
"24928",44.757526,-113.25668,44.75753,-113.25668
"M000434",49.023143,-119.456349,49.02314,-119.45635
"M001504",49.050278,-113.881389,49.05028,-113.88139
"M006082",49.068993,-119.48139,49.06899,-119.48139
"M006083",49.899695,-97.137499,49.8997,-97.1375
"6690",43.9639,-106.1992,43.9639,-106.1992
"65562",41.67306,-107.97861,41.67306,-107.97861
"60891",43.2534,-91.987,43.2534,-91.987
"107705",38.9979357,-104.4433166,38.99794,-104.44332
"55694",39.0619,-101.2436,39.0619,-101.2436
"79842",43.2295,-93.6594,43.2295,-93.6594
"75919",43.6035,-101.5083,43.6035,-101.5083
"68485",42.8047,-102.2028,42.8047,-102.2028
"YPM MAM 000364",41.6667,-111.8333,41.6667,-111.8333
"YPM MAM 003973",45.2164,-112.6367,45.2164,-112.6367
"422855",48.870305,-104.05188,48.8703,-104.05188
"29111",50.5833333,-111.8833333,50.58333,-111.88333
"YPM MAM 013787",41.081298,-105.212754,41.0813,-105.21275
"48943",45.6624336,-110.5610657,45.66243,-110.56107
"M009298",48.967216,-119.632856,48.96722,-119.63286
"YPM MAM 007267",41,-109.65,41,-109.65
"YPM MAM 007266",41.3167,-110.3836,41.3167,-110.3836
"18843",42.1105576,-109.4207535,42.11056,-109.42075
"222",38.74,-119.93,38.74,-119.93
"M001317",51.190988,-114.46786,51.19099,-114.46786
"34357",41.54361,-104.31861,41.54361,-104.31861
"YPM MAM 014334",48.3153,-100.5867,48.3153,-100.5867
"2629",41.55056,-107.43028,41.55056,-107.43028
"Textbok Bailey V. 1936. The Mammals and Life Zones of Oregon. USDA Bureau of Biological Survey, Washington, D.C., U.S.A.",46.0623208008643,-118.34274203032,46.06232,-118.34274
"Book Banfield AWF. 1974. The Mammals of Canada. University of Toronto Press, Toronto, CA.",60.1150100226944,-113.607328935482,60.11501,-113.60733
"Book Fitzgerald JP, Meaney CA, Armstrong DM. 1994. Mammals of Colorado. University Press of Colorado, Niwot, CO, USA.",40.6303812291105,-105.136836575747,40.63038,-105.13684
"Journal article Gunther KA et al. 2009.  Presence and distribution of white-tailed jackrabbits in Yellowstone National Park. Yellowstone Science 17(1): 24-31.",44.9775366908656,-110.698348710624,44.97754,-110.69835
"Journal Rogowitz, G.L., J.A. Gessaman. 1990. Influence of air temperature, wind and irradiance on metabolism of white-tailed jackrabbits. Journal of Thermal Biology 15:125-131.",41.6666278940621,-108.917336969326,41.66663,-108.91734
"USNM museum specimen USNM Specimen 132077 thru 132082 minus 80-81",38.0070589996732,-119.012259000053,38.00706,-119.01226
"USNM museum specimen USNM Specimen 211795 and 211796",42.1427109997129,-111.128806000097,42.14271,-111.12881
"Journal article Watkins LC, Nowak RM. 1973. The white-tailed jack rabbit in Missouri. The Southwestern Naturalist 18(3): 352-354.",39.8705876809768,-94.7517987532099,39.87059,-94.7518
"NA Watkins, L.C., and R.M. Nowak. 1973. The white-tailed jack rabbit in Missouri. The Southwestern Naturalist 18:352-354.",40.3499862299806,-94.866919773129,40.34999,-94.86692
"iNaturalist NA",43.5525000103672,-114.317327600189,43.5525,-114.31733
"Book Fitzgerald JP, Meaney CA, Armstrong DM. 1994. Mammals of Colorado. University Press of Colorado, Niwot, CO, USA.",38.3350088841527,-104.74590613506,38.33501,-104.74591
"Journal article Hansen RM, Bear GD. 1963. Winter coats of white-tailed jackrabbits in southwestern Colorado. J. of Mammology 44(3): 420-422.",38.2247835081524,-106.700160360612,38.22478,-106.70016
"Journal article Hansen RM, Bear GD. 1963. Winter coats of white-tailed jackrabbits in southwestern Colorado. J. of Mammology 44(3): 420-422.",38.2119344192381,-106.691594301036,38.21193,-106.69159
"iNaturalist White-tailed Jackrabbit (Lepus townsendii) - Observed by tylerschutz - March 23, 2014, 2014-04-22. Accessed via http://www.inaturalist.org/observations/638726 on 2015-07-09.",37.1149860001039,-113.418689000197,37.11499,-113.41869
"PreservedSpecimen DMNS:Mamm:3109",39.550052,-105.782069,39.55005,-105.78207
"PreservedSpecimen LACM 93751",38.910832,-104.47233,38.91083,-104.47233
"Museum specimen AMNH M-123030",39.369772,-108.287752,39.36977,-108.28775
"Museum specimen AMNH M-123033",37.670004,-106.639764,37.67,-106.63976
"Museum specimen AMNH M-40311",44.324326,-117.944647,44.32433,-117.94465
"Museum specimen AMNH M-90911",48.412211,-97.410634,48.41221,-97.41063
"Museum specimen AMNH M-93232",41.260774,-111.769938,41.26077,-111.76994
"Museum specimen AMNH M-28785",37.20496,-105.500548,37.20496,-105.50055
"Museum specimen AMNH M-28786",37.650891,-105.872992,37.65089,-105.87299
"Museum specimen AMNH M-28787",38.248601,-105.948658,38.2486,-105.94866
"PreservedSpecimen UCM:Mamm:7893",40.073041,-106.102799,40.07304,-106.1028
"PreservedSpecimen UCM:Mamm:7918",38.644988,-107.58478,38.64499,-107.58478
"PreservedSpecimen UCM:Mamm:7921",38.644988,-107.58479,38.64499,-107.58479
"PreservedSpecimen UCM:Mamm:1189",39.328115,-104.462986,39.32811,-104.46299
"PreservedSpecimen UCM:Mamm:1190",40.075823,-102.22325,40.07582,-102.22325
"PreservedSpecimen UCM:Mamm:13083",40.545896,-105.118561,40.5459,-105.11856
"PreservedSpecimen UCM:Mamm:13092",40.507371,-104.701252,40.50737,-104.70125
"PreservedSpecimen UCM:Mamm:13094",40.481948,-105.235291,40.48195,-105.23529
"PreservedSpecimen UCM:Mamm:13095",39.824095,-103.503571,39.8241,-103.50357
"PreservedSpecimen UCM:Mamm:7878",39.058601,-104.562622,39.0586,-104.56262
"PreservedSpecimen UCM:Mamm:7879",38.824196,-104.576111,38.8242,-104.57611
"PreservedSpecimen UCM:Mamm:7880",39.028469,-104.484128,39.02847,-104.48413
"PreservedSpecimen UCM:Mamm:7916",40.521753,-105.087161,40.52175,-105.08716
"UCM:Mamm:1194",39.3472,-104.46441,39.3472,-104.46441
"UCM:Mamm:7888",38.15999,-108.3748,38.15999,-108.3748
"UCM:Mamm:7889",38.2486,-105.94865,38.2486,-105.94865
"UMZM:Mamm:16871",47.495857,-112.394991,47.49586,-112.39499
"UMZM:Mamm:15352",45.457108,-112.196272,45.45711,-112.19627
"UMZM:Mamm:5186",44.177255,-96.104136,44.17726,-96.10414
"UMZM:Mamm:14068",48.1043469,-103.7520337,48.10435,-103.75203
"UMZM:Mamm:3610",46.85257,-113.963656,46.85257,-113.96366
"UMZM:Mamm:19000",46.448184,-108.541877,46.44818,-108.54188
"UMZM:Mamm:426",47.297913,-105.762509,47.29791,-105.76251
"UMZM:Mamm:15911",45.125398,-112.565464,45.1254,-112.56546
"UMZM:Mamm:12459",47.3047077,-108.9586423,47.30471,-108.95864
"UMZM:Mamm:15683",45.2171903,-112.5988523,45.21719,-112.59885
"USNM museum specimen 147185",42.5382750002911,-110.114324999799,42.53828,-110.11432
"USNM museum specimen 16227",46.8266600001589,-100.889576000132,46.82666,-100.88958
"USNM museum specimen 189022",46.4063549998834,-105.842211000237,46.40635,-105.84221
"USNM museum specimen 203176",42.7240729996693,-114.518652999936,42.72407,-114.51865
"USNM museum specimen 263407",43.7242119995842,-98.2212979998028,43.72421,-98.2213
"USNM museum specimen 4242",42.5570009995965,-106.033124999919,42.557,-106.03312
"USNM museum specimen 61366",45.0113789996412,-96.1932180003104,45.01138,-96.19322
"USNM museum specimen 102095",38.9900320002766,-99.8124939997982,38.99003,-99.81249
"USNM museum specimen 150972",39.0334529998561,-104.596023999608,39.03345,-104.59602
"USNM museum specimen 159379",49.0323039997298,-119.468162999823,49.0323,-119.46816
"USNM museum specimen 211800",42.0712969997568,-115.159503000263,42.0713,-115.1595
"USNM museum specimen 234187",46.2069000002349,-119.76559999974,46.2069,-119.7656
